"uv_GPS_Merge_val_ID","Collar_ID","Object_ID","PubName","GMT_date","LMT_date","Longitude","Latitude","Height","Locale_N","Locale_E","Locale_H","DOP","Nav","Sats_used","Validated","Main","Bkup","Temp","Valid_pos","Sex"
406072,"02310","W0626","Koski (2310)",27-8-2007 14:01:17,27-8-2007 15:01:17,14.78,61.40,581.61,6810741.55,1445584.80,549.46,5.20,"3D",5,"Yes",3.56,3.64,23.00,2,"F"
406073,"02310","W0626","Koski (2310)",27-8-2007 14:30:40,27-8-2007 15:30:40,14.78,61.40,581.80,6810765.24,1445517.99,549.65,3.00,"3D",6,"Yes",3.56,3.62,21.00,2,"F"
406074,"02310","W0626","Koski (2310)",27-8-2007 15:00:46,27-8-2007 16:00:46,14.78,61.40,584.42,6810752.18,1445377.39,552.26,4.00,"3D",6,"Yes",3.56,3.62,22.00,2,"F"
406075,"02310","W0626","Koski (2310)",27-8-2007 15:30:24,27-8-2007 16:30:24,14.78,61.40,590.20,6810830.17,1445324.40,558.04,3.00,"3D",6,"Yes",3.56,3.62,21.00,2,"F"
406076,"02310","W0626","Koski (2310)",27-8-2007 16:01:28,27-8-2007 17:01:28,14.78,61.40,591.58,6810863.37,1445311.70,559.42,5.20,"3D",5,"Yes",3.54,3.62,22.00,2,"F"
406077,"02310","W0626","Koski (2310)",27-8-2007 16:31:02,27-8-2007 17:31:02,14.77,61.41,594.75,6811034.58,1445217.83,562.58,5.20,"3D",5,"Yes",3.54,3.62,22.00,2,"F"
406078,"02310","W0626","Koski (2310)",27-8-2007 17:00:52,27-8-2007 18:00:52,14.77,61.41,598.86,6811688.75,1445006.04,566.67,4.40,"3D",6,"Yes",3.54,3.62,20.00,2,"F"
406079,"02310","W0626","Koski (2310)",27-8-2007 17:30:40,27-8-2007 18:30:40,14.75,61.42,550.27,6812539.20,1443809.52,518.02,8.00,"3D",5,"Yes",3.54,3.62,19.00,2,"F"
406080,"02310","W0626","Koski (2310)",27-8-2007 18:01:12,27-8-2007 19:01:12,14.73,61.42,549.75,6813247.21,1443021.06,517.46,18.40,"3D",4,"No",3.52,3.62,21.00,2,"F"
406083,"02310","W0626","Koski (2310)",27-8-2007 19:31:24,27-8-2007 20:31:24,14.72,61.44,550.01,6814867.90,1442381.34,517.68,5.80,"3D",5,"Yes",3.52,3.62,20.00,2,"F"
406084,"02310","W0626","Koski (2310)",27-8-2007 20:01:32,27-8-2007 21:01:32,14.72,61.45,551.14,6815595.10,1442313.73,518.80,6.60,"3D",5,"Yes",3.52,3.62,21.00,2,"F"
406085,"02310","W0626","Koski (2310)",27-8-2007 20:30:35,27-8-2007 21:30:35,14.72,61.45,543.12,6816047.91,1442147.99,510.77,2.20,"3D",5,"Yes",3.54,3.62,18.00,2,"F"
406086,"02310","W0626","Koski (2310)",27-8-2007 21:00:41,27-8-2007 22:00:41,14.71,61.45,533.29,6816150.32,1442110.31,500.93,3.60,"3D",6,"Yes",3.54,3.62,15.00,2,"F"
406087,"02310","W0626","Koski (2310)",27-8-2007 21:30:59,27-8-2007 22:30:59,14.71,61.45,537.10,6816155.73,1442118.44,504.74,7.80,"3D",5,"Yes",3.56,3.64,13.00,2,"F"
406088,"02310","W0626","Koski (2310)",27-8-2007 22:00:17,27-8-2007 23:00:17,14.71,61.45,527.66,6816148.17,1442107.37,495.30,4.20,"3D",5,"Yes",3.58,3.64,13.00,2,"F"
406089,"02310","W0626","Koski (2310)",27-8-2007 22:30:41,27-8-2007 23:30:41,14.71,61.45,531.79,6816153.10,1442110.15,499.43,2.20,"3D",6,"Yes",3.58,3.66,12.00,2,"F"
406090,"02310","W0626","Koski (2310)",27-8-2007 23:00:47,28-8-2007 0:00:47,14.71,61.45,531.98,6816150.58,1442114.69,499.62,2.80,"3D",6,"Yes",3.58,3.66,12.00,2,"F"
406091,"02310","W0626","Koski (2310)",27-8-2007 23:30:13,28-8-2007 0:30:13,14.71,61.45,530.50,6816155.50,1442107.79,498.14,3.40,"3D",5,"Yes",3.62,3.68,13.00,2,"F"
406092,"02310","W0626","Koski (2310)",28-8-2007 0:00:55,28-8-2007 1:00:55,14.71,61.45,538.18,6816154.01,1442103.34,505.82,3.60,"3D",5,"Yes",3.60,3.68,13.00,2,"F"
406095,"02310","W0626","Koski (2310)",28-8-2007 1:30:55,28-8-2007 2:30:55,14.71,61.45,524.10,6816148.43,1442107.89,491.74,2.20,"3D",6,"Yes",3.58,3.68,15.00,2,"F"
406096,"02310","W0626","Koski (2310)",28-8-2007 2:00:15,28-8-2007 3:00:15,14.71,61.45,523.76,6816149.04,1442109.12,491.40,2.80,"3D",5,"Yes",3.62,3.68,13.00,2,"F"
406098,"02310","W0626","Koski (2310)",28-8-2007 3:00:41,28-8-2007 4:00:41,14.71,61.45,525.99,6816028.54,1442060.22,493.63,2.80,"3D",6,"Yes",3.58,3.68,15.00,2,"F"
406099,"02310","W0626","Koski (2310)",28-8-2007 3:31:16,28-8-2007 4:31:16,14.71,61.45,526.35,6816156.29,1442016.13,493.99,2.60,"3D",6,"Yes",3.54,3.68,15.00,2,"F"
406100,"02310","W0626","Koski (2310)",28-8-2007 4:02:42,28-8-2007 5:02:42,14.71,61.45,528.61,6816238.34,1441992.62,496.25,8.60,"3D",5,"Yes",3.54,3.68,15.00,2,"F"
406101,"02310","W0626","Koski (2310)",28-8-2007 4:31:53,28-8-2007 5:31:53,14.70,61.46,504.65,6817125.62,1441391.86,472.26,5.00,"3D",5,"Yes",3.52,3.68,14.00,2,"F"
406102,"02310","W0626","Koski (2310)",28-8-2007 5:02:22,28-8-2007 6:02:22,14.70,61.45,506.50,6816290.12,1441205.88,474.11,5.80,"3D",5,"Yes",3.52,3.68,19.00,2,"F"
406103,"02310","W0626","Koski (2310)",28-8-2007 5:31:12,28-8-2007 6:31:12,14.68,61.45,510.83,6815768.48,1440400.02,478.41,4.80,"3D",4,"No",3.54,3.64,17.00,2,"F"
406104,"02310","W0626","Koski (2310)",28-8-2007 6:00:53,28-8-2007 7:00:53,14.68,61.44,515.56,6815349.51,1440162.50,483.13,3.60,"3D",6,"Yes",3.54,3.64,18.00,2,"F"
406105,"02310","W0626","Koski (2310)",28-8-2007 6:30:41,28-8-2007 7:30:41,14.68,61.44,516.24,6815390.28,1440031.38,483.81,3.40,"3D",6,"Yes",3.54,3.62,18.00,2,"F"
406106,"02310","W0626","Koski (2310)",28-8-2007 7:01:01,28-8-2007 8:01:01,14.68,61.44,524.28,6815400.07,1440062.90,491.85,2.20,"3D",5,"Yes",3.54,3.62,17.00,2,"F"
406107,"02310","W0626","Koski (2310)",28-8-2007 7:30:52,28-8-2007 8:30:52,14.68,61.44,522.94,6815447.95,1440099.87,490.51,2.60,"3D",6,"Yes",3.54,3.64,19.00,2,"F"
406108,"02310","W0626","Koski (2310)",28-8-2007 8:01:18,28-8-2007 9:01:18,14.68,61.44,520.90,6815500.93,1440156.88,488.47,1.60,"3D",7,"Yes",3.54,3.62,22.00,2,"F"
406109,"02310","W0626","Koski (2310)",28-8-2007 8:30:39,28-8-2007 9:30:39,14.68,61.44,512.00,6815448.36,1440393.03,479.58,2.80,"3D",6,"Yes",3.56,3.62,24.00,2,"F"
406110,"02310","W0626","Koski (2310)",28-8-2007 9:01:08,28-8-2007 10:01:08,14.68,61.44,531.11,6815462.26,1440341.14,498.69,3.40,"3D",5,"Yes",3.56,3.64,24.00,2,"F"
406111,"02310","W0626","Koski (2310)",28-8-2007 9:30:42,28-8-2007 10:30:42,14.68,61.44,527.29,6815469.26,1440342.32,494.87,3.60,"3D",6,"Yes",3.58,3.62,27.00,2,"F"
406112,"02310","W0626","Koski (2310)",28-8-2007 10:01:12,28-8-2007 11:01:12,14.68,61.44,525.60,6815464.08,1440337.09,493.18,4.20,"2D",4,"No",3.56,3.62,23.00,2,"F"
406113,"02310","W0626","Koski (2310)",28-8-2007 10:30:56,28-8-2007 11:30:56,14.68,61.44,527.03,6815474.06,1440334.20,494.61,2.20,"3D",5,"Yes",3.56,3.64,23.00,2,"F"
406114,"02310","W0626","Koski (2310)",28-8-2007 11:00:08,28-8-2007 12:00:08,14.68,61.44,506.63,6815463.32,1440340.33,474.21,9.20,"3D",5,"Yes",3.60,3.64,26.00,2,"F"
406115,"02310","W0626","Koski (2310)",28-8-2007 11:31:55,28-8-2007 12:31:55,14.68,61.44,503.45,6815416.12,1440382.98,471.03,2.40,"3D",6,"Yes",3.56,3.64,27.00,2,"F"
406116,"02310","W0626","Koski (2310)",28-8-2007 12:00:34,28-8-2007 13:00:34,14.68,61.44,511.76,6815461.34,1440150.28,479.33,4.80,"3D",5,"Yes",3.58,3.64,26.00,2,"F"
406117,"02310","W0626","Koski (2310)",28-8-2007 12:30:56,28-8-2007 13:30:56,14.67,61.44,519.04,6815389.18,1439797.21,486.60,2.80,"3D",6,"Yes",3.56,3.62,27.00,2,"F"
406118,"02310","W0626","Koski (2310)",28-8-2007 13:01:54,28-8-2007 14:01:54,14.67,61.44,515.99,6815348.65,1439804.13,483.55,6.80,"2D",4,"No",3.56,3.64,27.00,2,"F"
406119,"02310","W0626","Koski (2310)",28-8-2007 13:30:44,28-8-2007 14:30:44,14.66,61.44,558.07,6815453.30,1439445.97,525.61,5.80,"3D",5,"Yes",3.56,3.62,30.00,2,"F"
406120,"02310","W0626","Koski (2310)",28-8-2007 14:00:53,28-8-2007 15:00:53,14.66,61.45,556.74,6815975.63,1439154.45,524.27,3.40,"3D",6,"Yes",3.56,3.64,28.00,2,"F"
406121,"02310","W0626","Koski (2310)",28-8-2007 14:31:05,28-8-2007 15:31:05,14.65,61.46,478.70,6816806.93,1438726.15,446.21,13.00,"3D",5,"No",3.56,3.64,27.00,2,"F"
406123,"02310","W0626","Koski (2310)",28-8-2007 15:30:53,28-8-2007 16:30:53,14.64,61.46,495.68,6817693.49,1438093.11,463.16,5.00,"3D",5,"Yes",3.56,3.64,24.00,2,"F"
406124,"02310","W0626","Koski (2310)",28-8-2007 16:00:47,28-8-2007 17:00:47,14.63,61.46,494.52,6817716.05,1437769.83,461.98,3.80,"3D",6,"Yes",3.56,3.62,24.00,2,"F"
406125,"02310","W0626","Koski (2310)",28-8-2007 16:30:26,28-8-2007 17:30:26,14.63,61.46,521.50,6817631.36,1437740.22,488.96,5.40,"3D",5,"Yes",3.58,3.62,23.00,2,"F"
406126,"02310","W0626","Koski (2310)",28-8-2007 17:01:16,28-8-2007 18:01:16,14.63,61.46,522.54,6817213.75,1437686.18,490.00,4.40,"3D",5,"Yes",3.56,3.62,23.00,2,"F"
406127,"02310","W0626","Koski (2310)",28-8-2007 17:30:19,28-8-2007 18:30:19,14.63,61.46,560.79,6817227.83,1437532.30,528.25,5.00,"3D",5,"Yes",3.54,3.62,22.00,2,"F"
406128,"02310","W0626","Koski (2310)",28-8-2007 18:00:40,28-8-2007 19:00:40,14.63,61.46,617.56,6817156.05,1437696.27,585.02,2.60,"3D",6,"Yes",3.56,3.62,22.00,2,"F"
406129,"02310","W0626","Koski (2310)",28-8-2007 18:32:27,28-8-2007 19:32:27,14.64,61.46,615.62,6816899.04,1438220.15,583.11,2.40,"2D",4,"No",3.54,3.64,21.00,2,"F"
406130,"02310","W0626","Koski (2310)",28-8-2007 19:02:16,28-8-2007 20:02:16,14.64,61.45,584.10,6816261.14,1438271.16,551.59,10.20,"3D",4,"No",3.52,3.62,21.00,2,"F"
406132,"02310","W0626","Koski (2310)",28-8-2007 20:01:27,28-8-2007 21:01:27,14.66,61.46,583.31,6817036.75,1439121.98,550.83,2.20,"2D",3,"No",3.52,3.62,21.00,2,"F"
406133,"02310","W0626","Koski (2310)",28-8-2007 20:30:42,28-8-2007 21:30:42,14.67,61.46,484.82,6817197.40,1439575.95,452.36,2.20,"3D",8,"Yes",3.54,3.62,18.00,2,"F"
406134,"02310","W0626","Koski (2310)",28-8-2007 21:00:11,28-8-2007 22:00:11,14.67,61.46,574.32,6817164.41,1439591.80,541.86,2.40,"3D",6,"Yes",3.58,3.64,15.00,2,"F"
406135,"02310","W0626","Koski (2310)",28-8-2007 21:30:41,28-8-2007 22:30:41,14.67,61.46,475.36,6817193.84,1439578.33,442.90,4.40,"3D",5,"Yes",3.58,3.64,15.00,2,"F"
406136,"02310","W0626","Koski (2310)",28-8-2007 22:01:23,28-8-2007 23:01:23,14.67,61.46,474.14,6817185.43,1439587.81,441.68,4.40,"2D",3,"No",3.56,3.64,15.00,2,"F"
406137,"02310","W0626","Koski (2310)",28-8-2007 22:31:15,28-8-2007 23:31:15,14.67,61.46,480.57,6817203.18,1439572.73,448.11,7.20,"3D",4,"No",3.58,3.66,13.00,2,"F"
406138,"02310","W0626","Koski (2310)",28-8-2007 23:00:53,29-8-2007 0:00:53,14.67,61.46,496.18,6817205.89,1439572.48,463.72,2.80,"3D",6,"Yes",3.60,3.68,11.00,2,"F"
406139,"02310","W0626","Koski (2310)",28-8-2007 23:31:39,29-8-2007 0:31:39,14.67,61.46,496.77,6817196.27,1439581.44,464.31,4.20,"2D",3,"No",3.58,3.68,13.00,2,"F"
406143,"02310","W0626","Koski (2310)",29-8-2007 1:30:48,29-8-2007 2:30:48,14.67,61.46,485.29,6817196.56,1439575.68,452.83,3.20,"3D",5,"Yes",3.60,3.68,19.00,2,"F"
406144,"02310","W0626","Koski (2310)",29-8-2007 2:00:25,29-8-2007 3:00:25,14.67,61.46,479.73,6817196.34,1439574.25,447.27,4.20,"3D",5,"Yes",3.60,3.68,16.00,2,"F"
406145,"02310","W0626","Koski (2310)",29-8-2007 2:30:35,29-8-2007 3:30:35,14.67,61.46,479.73,6817196.34,1439574.25,447.27,3.40,"3D",5,"Yes",3.60,3.68,12.00,2,"F"
406147,"02310","W0626","Koski (2310)",29-8-2007 3:31:52,29-8-2007 4:31:52,14.69,61.47,522.32,6817998.05,1440629.59,489.89,5.00,"3D",5,"Yes",3.54,3.68,16.00,2,"F"
406148,"02310","W0626","Koski (2310)",29-8-2007 4:00:41,29-8-2007 5:00:41,14.69,61.47,563.12,6818035.81,1440644.23,530.69,2.40,"3D",6,"Yes",3.54,3.68,16.00,2,"F"
406149,"02310","W0626","Koski (2310)",29-8-2007 4:30:10,29-8-2007 5:30:10,14.69,61.47,569.94,6818009.01,1440621.14,537.51,6.80,"3D",5,"Yes",3.56,3.68,17.00,2,"F"
406150,"02310","W0626","Koski (2310)",29-8-2007 5:00:57,29-8-2007 6:00:57,14.68,61.47,542.57,6818022.81,1440310.38,510.13,3.60,"3D",5,"Yes",3.54,3.68,20.00,2,"F"
406151,"02310","W0626","Koski (2310)",29-8-2007 5:31:12,29-8-2007 6:31:12,14.67,61.46,545.31,6817331.12,1439694.99,512.85,5.20,"3D",5,"Yes",3.52,3.64,20.00,2,"F"
406152,"02310","W0626","Koski (2310)",29-8-2007 6:00:38,29-8-2007 7:00:38,14.65,61.46,545.03,6817337.04,1438433.28,512.52,4.40,"3D",5,"Yes",3.54,3.62,20.00,2,"F"
406153,"02310","W0626","Koski (2310)",29-8-2007 6:30:31,29-8-2007 7:30:31,14.64,61.46,535.46,6817455.38,1438300.92,502.95,4.20,"3D",5,"Yes",3.56,3.62,23.00,2,"F"
406154,"02310","W0626","Koski (2310)",29-8-2007 7:01:39,29-8-2007 8:01:39,14.63,61.46,552.83,6817388.85,1437775.69,520.30,4.40,"3D",5,"Yes",3.54,3.62,21.00,2,"F"
406155,"02310","W0626","Koski (2310)",29-8-2007 7:32:20,29-8-2007 8:32:20,14.63,61.46,558.15,6817332.21,1437586.59,525.61,3.20,"3D",5,"Yes",3.54,3.62,23.00,2,"F"
406156,"02310","W0626","Koski (2310)",29-8-2007 8:02:20,29-8-2007 9:02:20,14.63,61.46,562.93,6817314.98,1437473.76,530.38,5.80,"3D",6,"Yes",3.54,3.62,23.00,2,"F"
