"uv_GPS_Merge_val_ID","Collar_ID","Object_ID","PubName","GMT_date","LMT_date","Longitude","Latitude","Height","Locale_N","Locale_E","Locale_H","DOP","Nav","Sats_used","Validated","Main","Bkup","Temp","Valid_pos","Sex"
180609,"02903","W0411","Kassika (2903)",18-8-2007 11:31:00,18-8-2007 12:31:00,15.01,61.54,464.93,6825975.89,1457822.86,433.07,3.40,"3D",6,"Yes",3.58,3.60,29.00,2,"F"
180610,"02903","W0411","Kassika (2903)",18-8-2007 12:00:44,18-8-2007 13:00:44,15.01,61.54,474.35,6825898.62,1457914.58,442.49,4.60,"3D",5,"Yes",3.60,3.60,31.00,2,"F"
180611,"02903","W0411","Kassika (2903)",18-8-2007 12:30:54,18-8-2007 13:30:54,15.01,61.54,471.60,6826102.95,1457925.24,439.74,8.20,"3D",5,"Yes",3.60,3.60,30.00,2,"F"
180612,"02903","W0411","Kassika (2903)",18-8-2007 13:00:36,18-8-2007 14:00:36,15.01,61.54,451.73,6826289.00,1457897.22,419.87,3.40,"3D",5,"Yes",3.60,3.60,31.00,2,"F"
180614,"02903","W0411","Kassika (2903)",18-8-2007 14:02:47,18-8-2007 15:02:47,15.01,61.54,448.06,6826397.35,1458003.56,416.20,12.60,"3D",4,"No",3.56,3.60,24.00,2,"F"
180615,"02903","W0411","Kassika (2903)",18-8-2007 14:31:11,18-8-2007 15:31:11,15.01,61.54,440.86,6826380.33,1458078.12,409.00,6.00,"3D",5,"Yes",3.58,3.60,22.00,2,"F"
180616,"02903","W0411","Kassika (2903)",18-8-2007 15:00:48,18-8-2007 16:00:48,15.01,61.54,424.32,6826383.47,1458088.29,392.46,3.40,"3D",5,"Yes",3.58,3.60,23.00,2,"F"
180617,"02903","W0411","Kassika (2903)",18-8-2007 15:30:20,18-8-2007 16:30:20,15.01,61.55,416.79,6826495.65,1457945.82,384.92,3.20,"3D",5,"Yes",3.60,3.60,22.00,2,"F"
180618,"02903","W0411","Kassika (2903)",18-8-2007 16:01:28,18-8-2007 17:01:28,15.01,61.55,415.83,6826629.65,1457775.75,383.96,4.80,"2D",4,"No",3.58,3.60,23.00,2,"F"
180619,"02903","W0411","Kassika (2903)",18-8-2007 16:32:24,18-8-2007 17:32:24,15.00,61.55,414.14,6826724.92,1457622.10,382.26,5.40,"3D",5,"Yes",3.56,3.60,23.00,2,"F"
180620,"02903","W0411","Kassika (2903)",18-8-2007 17:00:26,18-8-2007 18:00:26,15.00,61.55,402.13,6826842.66,1457532.47,370.25,5.00,"3D",5,"Yes",3.60,3.60,24.00,2,"F"
180621,"02903","W0411","Kassika (2903)",18-8-2007 17:30:51,18-8-2007 18:30:51,15.00,61.55,393.86,6826924.75,1457561.22,361.98,5.00,"3D",6,"Yes",3.58,3.60,22.00,2,"F"
180622,"02903","W0411","Kassika (2903)",18-8-2007 18:01:31,18-8-2007 19:01:31,15.00,61.56,351.29,6827545.63,1457346.24,319.39,7.80,"3D",4,"No",3.56,3.60,22.00,2,"F"
180623,"02903","W0411","Kassika (2903)",18-8-2007 18:32:52,18-8-2007 19:32:52,14.99,61.56,346.33,6827749.77,1457201.40,314.42,16.60,"3D",4,"No",3.56,3.60,23.00,2,"F"
180624,"02903","W0411","Kassika (2903)",18-8-2007 19:02:25,18-8-2007 20:02:25,14.99,61.56,346.32,6827851.68,1456944.31,314.40,3.40,"3D",5,"Yes",3.56,3.60,23.00,2,"F"
180625,"02903","W0411","Kassika (2903)",18-8-2007 19:31:23,18-8-2007 20:31:23,14.98,61.56,365.21,6828019.66,1456675.29,333.28,3.40,"3D",5,"Yes",3.56,3.60,23.00,2,"F"
180626,"02903","W0411","Kassika (2903)",18-8-2007 20:01:50,18-8-2007 21:01:50,14.98,61.56,363.01,6827972.83,1456380.46,331.07,3.80,"2D",3,"No",3.56,3.60,23.00,2,"F"
180627,"02903","W0411","Kassika (2903)",18-8-2007 20:31:44,18-8-2007 21:31:44,14.98,61.56,403.85,6828255.64,1456285.68,371.90,12.40,"3D",4,"No",3.56,3.60,22.00,2,"F"
180628,"02903","W0411","Kassika (2903)",18-8-2007 21:00:56,18-8-2007 22:00:56,14.98,61.56,370.44,6828237.35,1456300.97,338.49,3.00,"3D",7,"Yes",3.58,3.60,20.00,2,"F"
180629,"02903","W0411","Kassika (2903)",18-8-2007 21:30:32,18-8-2007 22:30:32,14.98,61.56,264.89,6828209.81,1456288.92,232.94,3.20,"3D",6,"Yes",3.60,3.60,17.00,2,"F"
180630,"02903","W0411","Kassika (2903)",18-8-2007 22:01:13,18-8-2007 23:01:13,14.98,61.56,371.41,6828231.42,1456295.22,339.46,2.80,"3D",6,"Yes",3.58,3.60,17.00,2,"F"
180631,"02903","W0411","Kassika (2903)",18-8-2007 22:30:56,18-8-2007 23:30:56,14.98,61.56,354.54,6828222.73,1456290.02,322.59,4.40,"3D",6,"Yes",3.58,3.62,17.00,2,"F"
180632,"02903","W0411","Kassika (2903)",18-8-2007 23:00:54,19-8-2007 0:00:54,14.98,61.56,354.50,6828220.48,1456308.15,322.56,2.00,"3D",6,"Yes",3.60,3.64,18.00,2,"F"
180633,"02903","W0411","Kassika (2903)",18-8-2007 23:30:54,19-8-2007 0:30:54,14.98,61.56,383.17,6828239.07,1456298.73,351.22,2.20,"3D",6,"Yes",3.60,3.64,16.00,2,"F"
180634,"02903","W0411","Kassika (2903)",19-8-2007 0:00:53,19-8-2007 1:00:53,14.98,61.56,386.98,6828242.53,1456298.07,355.03,5.20,"3D",5,"Yes",3.60,3.64,17.00,2,"F"
180635,"02903","W0411","Kassika (2903)",19-8-2007 0:30:33,19-8-2007 1:30:33,14.98,61.56,432.64,6828250.57,1456302.53,400.69,6.60,"3D",5,"Yes",3.60,3.64,16.00,2,"F"
180636,"02903","W0411","Kassika (2903)",19-8-2007 1:00:29,19-8-2007 2:00:29,14.98,61.56,382.99,6828237.27,1456300.38,351.04,3.00,"3D",5,"Yes",3.60,3.64,18.00,2,"F"
180637,"02903","W0411","Kassika (2903)",19-8-2007 1:30:44,19-8-2007 2:30:44,14.98,61.56,376.78,6828240.43,1456294.69,344.83,2.00,"3D",5,"Yes",3.60,3.64,16.00,2,"F"
180638,"02903","W0411","Kassika (2903)",19-8-2007 2:01:20,19-8-2007 3:01:20,14.98,61.56,372.50,6828237.81,1456295.63,340.55,2.80,"3D",6,"Yes",3.58,3.64,22.00,2,"F"
180639,"02903","W0411","Kassika (2903)",19-8-2007 2:31:03,19-8-2007 3:31:03,14.98,61.56,370.75,6828230.38,1456308.54,338.81,7.20,"3D",5,"Yes",3.58,3.64,19.00,2,"F"
180640,"02903","W0411","Kassika (2903)",19-8-2007 3:01:00,19-8-2007 4:01:00,14.98,61.56,354.66,6828316.38,1456341.33,322.72,3.40,"3D",5,"Yes",3.58,3.64,16.00,2,"F"
180641,"02903","W0411","Kassika (2903)",19-8-2007 3:30:54,19-8-2007 4:30:54,14.98,61.56,369.04,6828464.24,1456168.61,337.09,2.80,"3D",5,"Yes",3.56,3.64,16.00,2,"F"
180642,"02903","W0411","Kassika (2903)",19-8-2007 4:00:26,19-8-2007 5:00:26,14.97,61.56,385.12,6828430.14,1455853.84,353.16,8.00,"3D",4,"No",3.56,3.64,18.00,2,"F"
180643,"02903","W0411","Kassika (2903)",19-8-2007 4:31:31,19-8-2007 5:31:31,14.97,61.56,406.45,6828536.95,1455755.16,374.48,7.20,"3D",4,"No",3.56,3.64,19.00,2,"F"
180644,"02903","W0411","Kassika (2903)",19-8-2007 5:03:06,19-8-2007 6:03:06,14.96,61.56,404.76,6828554.70,1455432.72,372.78,13.40,"2D",3,"No",3.54,3.64,20.00,2,"F"
180645,"02903","W0411","Kassika (2903)",19-8-2007 5:31:10,19-8-2007 6:31:10,14.96,61.57,403.96,6828686.32,1455277.63,371.97,8.60,"2D",3,"No",3.56,3.64,22.00,2,"F"
180646,"02903","W0411","Kassika (2903)",19-8-2007 6:00:48,19-8-2007 7:00:48,14.96,61.57,435.10,6828702.47,1455265.21,403.11,1.80,"3D",6,"Yes",3.58,3.64,26.00,2,"F"
180647,"02903","W0411","Kassika (2903)",19-8-2007 6:30:11,19-8-2007 7:30:11,14.96,61.57,435.10,6828757.85,1455206.30,403.11,4.40,"3D",5,"Yes",3.60,3.64,26.00,2,"F"
180648,"02903","W0411","Kassika (2903)",19-8-2007 7:00:28,19-8-2007 8:00:28,14.95,61.57,451.31,6828987.90,1455082.87,419.31,3.40,"3D",5,"Yes",3.60,3.64,28.00,2,"F"
180649,"02903","W0411","Kassika (2903)",19-8-2007 7:30:47,19-8-2007 8:30:47,14.95,61.57,452.75,6829241.57,1454919.43,420.74,2.80,"3D",5,"Yes",3.60,3.64,25.00,2,"F"
180650,"02903","W0411","Kassika (2903)",19-8-2007 8:01:15,19-8-2007 9:01:15,14.95,61.57,451.34,6829478.85,1454806.28,419.32,5.00,"3D",5,"Yes",3.58,3.64,26.00,2,"F"
180651,"02903","W0411","Kassika (2903)",19-8-2007 8:31:17,19-8-2007 9:31:17,14.95,61.57,450.74,6829698.13,1454832.86,418.72,6.80,"3D",4,"No",3.58,3.64,29.00,2,"F"
180652,"02903","W0411","Kassika (2903)",19-8-2007 9:01:17,19-8-2007 10:01:17,14.94,61.58,435.69,6830602.14,1454520.78,403.65,5.60,"3D",5,"Yes",3.58,3.64,22.00,2,"F"
180653,"02903","W0411","Kassika (2903)",19-8-2007 9:32:41,19-8-2007 10:32:41,14.94,61.58,393.58,6830889.94,1454539.60,361.54,4.00,"3D",5,"Yes",3.56,3.64,24.00,2,"F"
180654,"02903","W0411","Kassika (2903)",19-8-2007 10:00:17,19-8-2007 11:00:17,14.94,61.59,394.36,6830968.32,1454543.42,362.31,4.40,"3D",5,"Yes",3.60,3.64,24.00,2,"F"
180655,"02903","W0411","Kassika (2903)",19-8-2007 10:30:53,19-8-2007 11:30:53,14.94,61.59,387.16,6830973.19,1454545.55,355.11,2.40,"3D",6,"Yes",3.58,3.62,23.00,2,"F"
180656,"02903","W0411","Kassika (2903)",19-8-2007 11:00:53,19-8-2007 12:00:53,14.94,61.59,375.21,6830974.34,1454540.09,343.16,7.60,"3D",5,"Yes",3.60,3.60,23.00,2,"F"
180657,"02903","W0411","Kassika (2903)",19-8-2007 11:30:51,19-8-2007 12:30:51,14.95,61.59,374.66,6831071.75,1454723.26,342.62,3.40,"3D",5,"Yes",3.60,3.62,24.00,2,"F"
180658,"02903","W0411","Kassika (2903)",19-8-2007 12:01:23,19-8-2007 13:01:23,14.94,61.59,375.52,6831408.64,1454400.99,343.46,5.60,"3D",5,"Yes",3.58,3.62,28.00,2,"F"
180659,"02903","W0411","Kassika (2903)",19-8-2007 12:31:12,19-8-2007 13:31:12,14.94,61.59,377.34,6831101.92,1454131.32,345.28,9.60,"3D",4,"No",3.58,3.60,28.00,2,"F"
180662,"02903","W0411","Kassika (2903)",19-8-2007 14:03:09,19-8-2007 15:03:09,14.93,61.59,381.71,6831374.06,1453769.65,349.63,10.20,"3D",4,"No",3.56,3.60,28.00,2,"F"
180663,"02903","W0411","Kassika (2903)",19-8-2007 14:30:53,19-8-2007 15:30:53,14.93,61.59,426.00,6831446.99,1453667.95,393.92,5.00,"3D",5,"Yes",3.58,3.60,28.00,2,"F"
180664,"02903","W0411","Kassika (2903)",19-8-2007 15:01:16,19-8-2007 16:01:16,14.93,61.59,355.23,6831811.26,1453664.79,323.14,21.60,"3D",4,"No",3.58,3.60,28.00,2,"F"
180665,"02903","W0411","Kassika (2903)",19-8-2007 15:31:08,19-8-2007 16:31:08,14.92,61.59,372.86,6832025.56,1453440.72,340.76,18.40,"3D",4,"No",3.58,3.60,28.00,2,"F"
180666,"02903","W0411","Kassika (2903)",19-8-2007 16:02:41,19-8-2007 17:02:41,14.92,61.60,372.42,6832047.71,1453262.51,340.31,9.80,"3D",5,"Yes",3.56,3.60,28.00,2,"F"
180667,"02903","W0411","Kassika (2903)",19-8-2007 16:31:14,19-8-2007 17:31:14,14.91,61.60,377.76,6832090.47,1452947.49,345.64,3.20,"3D",7,"Yes",3.58,3.60,28.00,2,"F"
180668,"02903","W0411","Kassika (2903)",19-8-2007 17:00:20,19-8-2007 18:00:20,14.92,61.60,408.26,6832338.01,1453172.36,376.15,4.40,"3D",6,"Yes",3.60,3.60,26.00,2,"F"
180669,"02903","W0411","Kassika (2903)",19-8-2007 17:30:13,19-8-2007 18:30:13,14.92,61.60,405.45,6832352.53,1453259.39,373.34,5.20,"3D",5,"Yes",3.62,3.60,25.00,2,"F"
180670,"02903","W0411","Kassika (2903)",19-8-2007 18:00:32,19-8-2007 19:00:32,14.91,61.60,406.75,6832412.16,1452873.29,374.62,3.00,"3D",5,"Yes",3.60,3.60,24.00,2,"F"
180671,"02903","W0411","Kassika (2903)",19-8-2007 18:31:20,19-8-2007 19:31:20,14.91,61.60,400.09,6832569.62,1453024.41,367.97,2.20,"3D",5,"Yes",3.58,3.60,24.00,2,"F"
180672,"02903","W0411","Kassika (2903)",19-8-2007 19:02:23,19-8-2007 20:02:23,14.92,61.60,398.48,6832515.01,1453394.15,366.37,7.80,"3D",5,"Yes",3.56,3.60,23.00,2,"F"
180673,"02903","W0411","Kassika (2903)",19-8-2007 19:30:36,19-8-2007 20:30:36,14.92,61.60,388.45,6832590.30,1453088.14,356.33,3.80,"3D",5,"Yes",3.58,3.60,23.00,2,"F"
180674,"02903","W0411","Kassika (2903)",19-8-2007 20:00:54,19-8-2007 21:00:54,14.90,61.59,388.82,6831956.30,1452195.27,356.68,4.60,"3D",5,"Yes",3.58,3.60,22.00,2,"F"
180675,"02903","W0411","Kassika (2903)",19-8-2007 20:31:30,19-8-2007 21:31:30,14.91,61.60,398.54,6832655.75,1452932.86,366.41,2.80,"3D",5,"Yes",3.56,3.60,21.00,2,"F"
180676,"02903","W0411","Kassika (2903)",19-8-2007 21:00:49,19-8-2007 22:00:49,14.91,61.60,400.44,6832644.03,1452917.24,368.31,3.00,"3D",6,"Yes",3.58,3.60,19.00,2,"F"
180677,"02903","W0411","Kassika (2903)",19-8-2007 21:30:11,19-8-2007 22:30:11,14.91,61.60,393.91,6832643.48,1452918.98,361.78,2.60,"3D",6,"Yes",3.62,3.60,17.00,2,"F"
180678,"02903","W0411","Kassika (2903)",19-8-2007 22:00:21,19-8-2007 23:00:21,14.91,61.60,391.75,6832634.82,1452920.21,359.62,3.00,"3D",6,"Yes",3.60,3.60,17.00,2,"F"
180679,"02903","W0411","Kassika (2903)",19-8-2007 22:30:23,19-8-2007 23:30:23,14.91,61.60,380.95,6832637.92,1452925.47,348.82,4.20,"3D",5,"Yes",3.60,3.64,19.00,2,"F"
180680,"02903","W0411","Kassika (2903)",19-8-2007 23:00:46,20-8-2007 0:00:46,14.91,61.60,454.81,6832656.92,1452924.96,422.68,3.40,"3D",5,"Yes",3.60,3.64,20.00,2,"F"
180681,"02903","W0411","Kassika (2903)",19-8-2007 23:30:48,20-8-2007 0:30:48,14.91,61.60,405.17,6832647.86,1452920.71,373.04,3.20,"3D",5,"Yes",3.60,3.64,20.00,2,"F"
180682,"02903","W0411","Kassika (2903)",20-8-2007 0:00:32,20-8-2007 1:00:32,14.91,61.60,386.16,6832649.32,1452924.53,354.03,2.60,"3D",6,"Yes",3.60,3.64,22.00,2,"F"
180683,"02903","W0411","Kassika (2903)",20-8-2007 0:30:48,20-8-2007 1:30:48,14.91,61.60,401.83,6832647.76,1452919.04,369.70,3.00,"3D",6,"Yes",3.60,3.64,23.00,2,"F"
180684,"02903","W0411","Kassika (2903)",20-8-2007 1:00:23,20-8-2007 2:00:23,14.91,61.60,386.09,6832645.34,1452918.36,353.96,2.60,"3D",6,"Yes",3.60,3.64,25.00,2,"F"
180685,"02903","W0411","Kassika (2903)",20-8-2007 1:31:06,20-8-2007 2:31:06,14.91,61.60,389.32,6832635.09,1452922.66,357.19,1.80,"3D",7,"Yes",3.60,3.64,23.00,2,"F"
180686,"02903","W0411","Kassika (2903)",20-8-2007 2:00:50,20-8-2007 3:00:50,14.91,61.60,421.54,6832651.23,1452919.47,389.41,2.80,"3D",6,"Yes",3.58,3.64,26.00,2,"F"
180687,"02903","W0411","Kassika (2903)",20-8-2007 2:30:26,20-8-2007 3:30:26,14.91,61.60,390.39,6832641.57,1452918.95,358.26,6.00,"3D",5,"Yes",3.60,3.64,25.00,2,"F"
180688,"02903","W0411","Kassika (2903)",20-8-2007 3:00:32,20-8-2007 4:00:32,14.91,61.60,394.49,6832536.34,1452985.69,362.37,3.20,"3D",5,"Yes",3.60,3.64,19.00,2,"F"
180689,"02903","W0411","Kassika (2903)",20-8-2007 3:31:24,20-8-2007 4:31:24,14.92,61.59,417.37,6832021.39,1453258.55,385.26,3.20,"3D",5,"Yes",3.58,3.64,18.00,2,"F"
180690,"02903","W0411","Kassika (2903)",20-8-2007 4:01:48,20-8-2007 5:01:48,14.93,61.60,413.30,6832093.44,1453619.62,381.21,2.00,"3D",6,"Yes",3.56,3.64,19.00,2,"F"
180691,"02903","W0411","Kassika (2903)",20-8-2007 4:30:47,20-8-2007 5:30:47,14.93,61.60,413.42,6832059.19,1453649.50,381.33,4.20,"3D",5,"Yes",3.58,3.64,20.00,2,"F"
180692,"02903","W0411","Kassika (2903)",20-8-2007 5:00:53,20-8-2007 6:00:53,14.93,61.60,415.11,6832044.74,1453709.03,383.02,4.40,"3D",5,"Yes",3.58,3.64,21.00,2,"F"
180693,"02903","W0411","Kassika (2903)",20-8-2007 5:30:29,20-8-2007 6:30:29,14.93,61.59,405.49,6831975.47,1453772.96,373.40,3.20,"3D",5,"Yes",3.58,3.64,23.00,2,"F"
180694,"02903","W0411","Kassika (2903)",20-8-2007 6:01:02,20-8-2007 7:01:02,14.93,61.59,394.33,6831939.70,1453903.58,362.25,3.00,"3D",5,"Yes",3.58,3.64,24.00,2,"F"
180695,"02903","W0411","Kassika (2903)",20-8-2007 6:30:48,20-8-2007 7:30:48,14.93,61.60,389.63,6832038.31,1453782.32,357.54,4.40,"3D",5,"Yes",3.58,3.64,25.00,2,"F"
180696,"02903","W0411","Kassika (2903)",20-8-2007 7:00:54,20-8-2007 8:00:54,14.93,61.60,384.16,6832191.55,1453930.16,352.07,3.20,"3D",6,"Yes",3.58,3.64,25.00,2,"F"
180697,"02903","W0411","Kassika (2903)",20-8-2007 7:30:23,20-8-2007 8:30:23,14.93,61.60,390.45,6832205.53,1453900.65,358.36,3.00,"3D",5,"Yes",3.60,3.64,26.00,2,"F"
180698,"02903","W0411","Kassika (2903)",20-8-2007 8:01:11,20-8-2007 9:01:11,14.93,61.60,384.00,6832237.33,1453830.47,351.91,4.80,"3D",5,"Yes",3.58,3.64,29.00,2,"F"
180699,"02903","W0411","Kassika (2903)",20-8-2007 8:31:39,20-8-2007 9:31:39,14.93,61.60,384.07,6832264.22,1453853.76,351.98,12.20,"3D",4,"No",3.58,3.64,29.00,2,"F"
180700,"02903","W0411","Kassika (2903)",20-8-2007 9:01:41,20-8-2007 10:01:41,14.93,61.60,380.18,6832234.70,1453769.04,348.09,5.20,"3D",5,"Yes",3.58,3.64,30.00,2,"F"
180701,"02903","W0411","Kassika (2903)",20-8-2007 9:30:45,20-8-2007 10:30:45,14.93,61.60,393.42,6832261.36,1453718.96,361.33,3.40,"3D",5,"Yes",3.60,3.64,30.00,2,"F"
180702,"02903","W0411","Kassika (2903)",20-8-2007 10:00:47,20-8-2007 11:00:47,14.93,61.60,385.08,6832263.45,1453772.46,352.99,2.60,"3D",8,"Yes",3.60,3.64,28.00,2,"F"
180703,"02903","W0411","Kassika (2903)",20-8-2007 10:30:20,20-8-2007 11:30:20,14.93,61.60,396.50,6832296.05,1453685.67,364.40,4.20,"3D",7,"Yes",3.62,3.62,27.00,2,"F"
180704,"02903","W0411","Kassika (2903)",20-8-2007 11:00:23,20-8-2007 12:00:23,14.93,61.60,401.01,6832338.99,1453625.18,368.91,6.40,"3D",5,"Yes",3.62,3.60,28.00,2,"F"
180705,"02903","W0411","Kassika (2903)",20-8-2007 11:30:37,20-8-2007 12:30:37,14.93,61.60,378.98,6832691.62,1453734.40,346.88,4.40,"3D",5,"Yes",3.60,3.60,32.00,2,"F"
180706,"02903","W0411","Kassika (2903)",20-8-2007 12:00:46,20-8-2007 13:00:46,14.93,61.60,376.27,6832143.16,1454080.06,344.19,2.40,"3D",5,"Yes",3.60,3.60,28.00,2,"F"
180707,"02903","W0411","Kassika (2903)",20-8-2007 12:31:22,20-8-2007 13:31:22,14.93,61.59,375.12,6831714.76,1454043.18,343.05,3.20,"3D",4,"No",3.58,3.60,30.00,2,"F"
180708,"02903","W0411","Kassika (2903)",20-8-2007 13:02:47,20-8-2007 14:02:47,14.94,61.59,374.77,6831157.17,1454287.64,342.71,6.60,"2D",3,"No",3.56,3.60,29.00,2,"F"
180709,"02903","W0411","Kassika (2903)",20-8-2007 13:32:51,20-8-2007 14:32:51,14.94,61.59,374.36,6831159.63,1454316.34,342.30,8.00,"3D",5,"Yes",3.56,3.60,29.00,2,"F"
180710,"02903","W0411","Kassika (2903)",20-8-2007 14:01:19,20-8-2007 15:01:19,14.94,61.59,397.96,6831200.16,1454310.96,365.90,10.00,"3D",4,"No",3.58,3.60,29.00,2,"F"
180711,"02903","W0411","Kassika (2903)",20-8-2007 14:31:33,20-8-2007 15:31:33,14.94,61.59,400.92,6831135.64,1454325.68,368.86,8.00,"2D",3,"No",3.58,3.60,29.00,2,"F"
180712,"02903","W0411","Kassika (2903)",20-8-2007 15:01:17,20-8-2007 16:01:17,14.94,61.59,382.13,6831120.09,1454312.78,350.07,3.60,"3D",6,"Yes",3.58,3.60,29.00,2,"F"
180713,"02903","W0411","Kassika (2903)",20-8-2007 15:31:37,20-8-2007 16:31:37,14.94,61.59,370.58,6831143.11,1454346.98,338.52,21.60,"3D",5,"No",3.58,3.60,29.00,2,"F"
180714,"02903","W0411","Kassika (2903)",20-8-2007 16:01:02,20-8-2007 17:01:02,14.94,61.59,378.15,6831085.44,1454310.90,346.09,10.80,"3D",5,"No",3.58,3.60,28.00,2,"F"
180715,"02903","W0411","Kassika (2903)",20-8-2007 16:31:26,20-8-2007 17:31:26,14.94,61.58,374.99,6830664.93,1454126.75,342.93,4.00,"2D",4,"No",3.58,3.60,27.00,2,"F"
180716,"02903","W0411","Kassika (2903)",20-8-2007 17:00:54,20-8-2007 18:00:54,14.93,61.58,373.16,6830355.32,1453956.51,341.10,2.80,"3D",7,"Yes",3.60,3.60,26.00,2,"F"
180717,"02903","W0411","Kassika (2903)",20-8-2007 17:30:45,20-8-2007 18:30:45,14.93,61.58,454.94,6830049.06,1453925.98,422.88,6.60,"3D",5,"Yes",3.60,3.60,26.00,2,"F"
180718,"02903","W0411","Kassika (2903)",20-8-2007 18:00:44,20-8-2007 19:00:44,14.94,61.58,421.63,6830025.67,1454150.75,389.58,7.00,"3D",6,"Yes",3.60,3.60,25.00,2,"F"
180719,"02903","W0411","Kassika (2903)",20-8-2007 18:30:36,20-8-2007 19:30:36,14.94,61.58,429.02,6830154.71,1454166.33,396.97,4.80,"3D",5,"Yes",3.60,3.60,25.00,2,"F"
180720,"02903","W0411","Kassika (2903)",20-8-2007 19:02:16,20-8-2007 20:02:16,14.94,61.58,428.40,6829994.21,1454153.48,396.35,2.20,"2D",4,"No",3.56,3.60,24.00,2,"F"
180721,"02903","W0411","Kassika (2903)",20-8-2007 19:31:11,20-8-2007 20:31:11,14.94,61.58,419.28,6829947.94,1454160.79,387.23,6.80,"3D",5,"Yes",3.56,3.60,24.00,2,"F"
180722,"02903","W0411","Kassika (2903)",20-8-2007 20:01:06,20-8-2007 21:01:06,14.94,61.58,417.20,6829963.50,1454227.22,385.16,4.40,"2D",3,"No",3.56,3.60,23.00,2,"F"
180723,"02903","W0411","Kassika (2903)",20-8-2007 20:31:17,20-8-2007 21:31:17,14.94,61.58,433.02,6829942.17,1454265.58,400.98,3.00,"3D",5,"Yes",3.58,3.60,22.00,2,"F"
180724,"02903","W0411","Kassika (2903)",20-8-2007 21:01:36,20-8-2007 22:01:36,14.94,61.58,438.01,6830116.25,1454228.30,405.96,8.00,"3D",4,"No",3.58,3.60,22.00,2,"F"
180725,"02903","W0411","Kassika (2903)",20-8-2007 21:31:08,20-8-2007 22:31:08,14.94,61.58,428.11,6830484.08,1454336.63,396.06,2.20,"3D",6,"Yes",3.58,3.60,21.00,2,"F"
180726,"02903","W0411","Kassika (2903)",20-8-2007 22:01:44,20-8-2007 23:01:44,14.94,61.58,463.72,6830475.05,1454332.97,431.67,3.80,"3D",5,"Yes",3.56,3.60,20.00,2,"F"
180727,"02903","W0411","Kassika (2903)",20-8-2007 22:31:00,20-8-2007 23:31:00,14.94,61.58,468.42,6830512.58,1454334.43,436.37,4.60,"3D",6,"Yes",3.58,3.62,22.00,2,"F"
180728,"02903","W0411","Kassika (2903)",20-8-2007 23:00:37,21-8-2007 0:00:37,14.94,61.58,419.27,6830483.55,1454341.78,387.22,3.80,"3D",5,"Yes",3.60,3.64,19.00,2,"F"
180729,"02903","W0411","Kassika (2903)",20-8-2007 23:30:57,21-8-2007 0:30:57,14.94,61.58,423.84,6830502.52,1454334.50,391.79,2.40,"3D",5,"Yes",3.60,3.64,19.00,2,"F"
180730,"02903","W0411","Kassika (2903)",21-8-2007 0:00:38,21-8-2007 1:00:38,14.94,61.58,421.16,6830488.46,1454340.69,389.11,3.60,"3D",5,"Yes",3.60,3.64,21.00,2,"F"
180731,"02903","W0411","Kassika (2903)",21-8-2007 0:31:59,21-8-2007 1:31:59,14.94,61.58,422.98,6830482.72,1454361.87,390.93,3.00,"3D",6,"Yes",3.58,3.64,21.00,2,"F"
180732,"02903","W0411","Kassika (2903)",21-8-2007 1:00:31,21-8-2007 2:00:31,14.94,61.58,425.71,6830490.49,1454345.81,393.66,2.80,"3D",5,"Yes",3.60,3.64,21.00,2,"F"
180733,"02903","W0411","Kassika (2903)",21-8-2007 1:31:21,21-8-2007 2:31:21,14.94,61.58,415.08,6830495.38,1454349.41,383.03,2.60,"3D",5,"Yes",3.58,3.64,20.00,2,"F"
180734,"02903","W0411","Kassika (2903)",21-8-2007 2:00:58,21-8-2007 3:00:58,14.94,61.58,424.35,6830488.92,1454337.28,392.30,4.60,"3D",6,"Yes",3.60,3.64,18.00,2,"F"
180735,"02903","W0411","Kassika (2903)",21-8-2007 2:31:07,21-8-2007 3:31:07,14.94,61.58,413.44,6830496.46,1454339.51,381.39,3.20,"3D",5,"Yes",3.60,3.64,18.00,2,"F"
180736,"02903","W0411","Kassika (2903)",21-8-2007 3:02:04,21-8-2007 4:02:04,14.94,61.58,416.23,6830476.69,1454332.15,384.18,3.80,"3D",5,"Yes",3.58,3.64,20.00,2,"F"
180737,"02903","W0411","Kassika (2903)",21-8-2007 3:30:47,21-8-2007 4:30:47,14.95,61.58,414.46,6830318.10,1454653.22,382.43,4.20,"3D",5,"Yes",3.58,3.64,18.00,2,"F"
180738,"02903","W0411","Kassika (2903)",21-8-2007 4:01:22,21-8-2007 5:01:22,14.95,61.58,412.67,6830225.61,1454747.77,380.64,7.00,"3D",5,"Yes",3.56,3.64,19.00,2,"F"
180739,"02903","W0411","Kassika (2903)",21-8-2007 4:30:41,21-8-2007 5:30:41,14.95,61.57,453.84,6829545.02,1455018.65,421.83,4.20,"3D",5,"Yes",3.58,3.64,20.00,2,"F"
180740,"02903","W0411","Kassika (2903)",21-8-2007 5:02:23,21-8-2007 6:02:23,14.95,61.57,458.48,6829357.30,1454899.72,426.47,6.00,"3D",4,"No",3.56,3.64,21.00,2,"F"
180741,"02903","W0411","Kassika (2903)",21-8-2007 5:31:34,21-8-2007 6:31:34,14.95,61.57,457.19,6828929.69,1455008.45,425.19,8.60,"3D",4,"No",3.56,3.64,22.00,2,"F"
